No,name,region,address,경도,위도,상태
505,병지방계곡,강원 횡성군,강원도 횡성군 갑천면 병지방리,?,?,실패
506,평창 육백마지기,강원 평창군,강원도 평창군 미탄면 회동리,?,?,실패
515,방태산,강원 인제군,강원도 인제군 기린면 방태산길,?,?,실패
521,영월 청령포 관음송,강원 영월군,강원도 영월군 남면 광천리,?,?,실패
522,내린천 포트홀 (강원평화지역 국가지질공원),강원 인제군,강원도 인제군 기린면 북리,?,?,실패
528,춘천 문학공원,강원 춘천시,강원도 춘천시 서면 금산리,?,?,실패
532,설악 흔들바위,강원 속초시,강원도 속초시 설악산로,?,?,실패
538,두타연 평화누리길,강원 양구군,강원도 양구군 방산면,?,?,실패
540,금강산전기철도교량,강원 철원군,강원도 철원군 김화읍 도창리,?,?,실패
545,천당폭포,강원 속초시,강원도 속초시 설악산로,?,?,실패
547,용수골계곡,강원 원주시,강원도 원주시 판부면 백운산길,?,?,실패
550,봉수대해변,강원 고성군,강원도 고성군 죽왕면,?,?,실패
553,송천약수,강원 강릉시,강원도 강릉시 연곡면 삼산리,?,?,실패
556,소양호(양구),강원 양구군,강원도 양구군 양구읍 석현리,?,?,실패
557,섬강(섬강유원지),강원 횡성군,강원도 횡성군 횡성읍 문예로,?,?,실패
558,천진해변,강원 고성군,강원도 고성군 토성면 천진해변길,?,?,실패
559,삽슬봉(아이스크림 고지),강원 철원군,강원도 철원군 동송읍 양지리,?,?,실패
562,백운산(정선),강원 정선군,강원도 정선군 신동읍 점재길,?,?,실패
563,부남해변,강원 삼척시,강원도 삼척시 근덕면 부남해변길,?,?,실패
565,원주 법천사지,강원 원주시,강원도 원주시 부론면,?,?,실패
566,철원 철새도래지 (철원평야),강원 철원군,강원도 철원군 철원읍,?,?,실패
567,영랑호생태습지공원,강원 속초시,강원도 속초시 장사동 일원,?,?,실패
568,설악해변,강원 양양군,강원도 양양군 강현면 뒷나루2길,?,?,실패
576,인제한계사지,강원 인제군,강원도 인제군 북면 한계리,?,?,실패
580,참존 원주공장,강원 원주시,강원도 원주시 태장공단길,?,?,실패
585,두타산,강원 삼척시,강원도 삼척시 하장면 두타로,?,?,실패
587,등선폭포(삼악산),강원 춘천시,강원도 춘천시 서면 경춘로,?,?,실패
588,수입천(하천),강원 양구군,강원도 양구군 방산면 건솔리,?,?,실패
591,백운동계곡(설악산),강원 인제군,강원도 인제군 북면 백담로,?,?,실패
601,정선 가리왕산마을,강원 정선군,강원도 정선군 정선읍 벽탄길,?,?,실패
603,양양선림원지,강원 양양군,강원도 양양군 서면 서림리,?,?,실패
605,정선백전리물레방아,강원 정선군,강원도 정선군 화암면 백전리,?,?,실패
606,어라연 (강원고생대 국가지질공원),강원 영월군,강원도 영월군 영월읍 거운리,?,?,실패
610,만경대,강원 동해시,강원도 동해시 공단4로,?,?,실패
613,교암해변,강원 고성군,강원도 고성군 토성면,?,?,실패
621,강릉안목해맞이공원,강원 강릉시,강원도 강릉시 견소동,?,?,실패
624,신남해변,강원 삼척시,강원 삼척시 원덕읍 신남길,?,?,실패
625,위라리칠층석탑,강원 화천군,강원도 화천군 하남면 위라리,?,?,실패
630,비룡폭포,강원 속초시,강원도 속초시 설악산로,?,?,실패
633,백도해변,강원 고성군,강원도 고성군 죽왕면,?,?,실패
637,도직해변,강원 강릉시,강원도 강릉시 옥계면 도직리,?,?,실패
639,가령폭포,강원 홍천군,강원 홍천군 내촌면 와야리,?,?,실패
640,초곡해수욕장,강원 삼척시,강원도 삼척시 근덕면 초곡2길,?,?,실패
644,마차진해변,강원 고성군,강원도 고성군 현내면,?,?,실패
649,옥녀탕,강원 인제군,강원도 인제군 북면 설악로,?,?,실패
651,최초석탄발견지탑,강원 태백시,강원도 태백시 금천동,?,?,실패
653,소금산,강원 원주시,강원도 원주시 지정면 간현리,?,?,실패
654,동활계곡,강원 삼척시,강원도 삼척시 가곡면 가곡천로,?,?,실패
655,미천골계곡,강원 양양군,강원도 양양군 서면 구룡령로,?,?,실패
658,중봉계곡,강원 삼척시,강원도 삼척시 하장면 중봉당골길,?,?,실패
659,백덕산(평창),강원 평창군,강원 평창군 평창읍 원당리,?,?,실패
660,한반도섬,강원 양구군,강원도 양구군 양구읍,?,?,실패
662,강릉 대공산성,강원 강릉시,강원도 강릉시 성산면 보광리,?,?,실패
663,거진11리해변,강원 고성군,강원도 고성군 거진읍 거진항길,?,?,실패
677,내리계곡,강원 영월군,강원도 영월군 김삿갓면 내리계곡로,?,?,실패
678,부연약수,강원 강릉시,강원도 강릉시 연곡면 삼산리,?,?,실패
679,용화저수지,강원 철원군,강원도 철원군 갈말읍 신철원리,?,?,실패
680,구만동계곡,강원 인제군,강원도 인제군 북면 용대리,?,?,실패
687,그린에너지 산업관광 비지터센터,강원 영월군,강원도 영월군 영월읍 팔괴1농공단지길,?,?,실패
694,펀치볼지구전투전적비,강원 양구군,강원도 양구군 동면 팔랑리,?,?,실패
696,춘천 근화동 당간지주,강원 춘천시,강원도 춘천시 당간지주길,?,?,실패
699,도솔산 해병대전투전적지,강원 양구군,강원도 양구군 해안면,?,?,실패
704,천은사계곡(원주),강원 원주시,강원도 원주시 귀래면 귀래리,?,?,실패
707,속초해안로,강원 속초시,강원도 속초시 영랑해안길,?,?,실패
709,삼척 영경묘,강원 삼척시,강원도 삼척시 미로면,?,?,실패
710,월천유원지,강원 삼척시,강원도 삼척시 원덕읍 월천리,?,?,실패
716,자작도해변,강원 고성군,강원도 고성군 죽왕면 문암진리,?,?,실패
720,미륵산,강원 원주시,강원도 원주시 귀래면 용암동막길,?,?,실패
722,후곡약수터,강원 양구군,강원도 양구군 동면 후곡리,?,?,실패
723,신장절공묘역,강원 춘천시,강원도 춘천시 서면 방동리,?,?,실패
724,철원역사(舍),강원 철원군,강원도 철원군 철원읍 외촌리,?,?,실패
730,제왕산/능경봉,강원 강릉시,강원 강릉시 성산면 어흘리,?,?,실패
731,추대계곡,강원 인제군,강원도 인제군 기린면 방동리,?,?,실패
733,충효사,강원 원주시,강원도 원주시 문막읍 빈계리,?,?,실패
741,하추리계곡,강원 인제군,강원도 인제군 인제읍 하추리,?,?,실패
745,고원통계곡,강원 인제군,강원도 인제군 북면 원통리,?,?,실패
752,물안마을,강원 춘천시,강원 춘천시 북산면 부귀리,?,?,실패
753,파로호수변생태탐방로,강원 양구군,강원도 양구군 양구읍 고대리,?,?,실패
756,공작산,강원 홍천군,강원도 홍천군 동면,?,?,실패
757,횡성호,강원 횡성군,강원도 횡성군 갑천면 중금리,?,?,실패
759,광대곡,강원 정선군,강원도 정선군 화암면 광대곡길,?,?,실패
760,팔랑폭포,강원 양구군,강원도 양구군 동면,?,?,실패
762,남대천(강릉),강원 강릉시,강원도 강릉시 성산면 구산안길,?,?,실패
768,흥법사지,강원 원주시,강원도 원주시 지정면 안창리,?,?,실패
776,청간해변,강원 고성군,강원도 고성군 토성면,?,?,실패
777,지암계곡,강원 춘천시,강원 춘천시 사북면 지암리,?,?,실패
782,거진1리해변,강원 고성군,강원도 고성군 거진읍 거탄진로,?,?,실패
783,노봉해변,강원 동해시,강원도 동해시 동해대로,?,?,실패
784,태화산(강원),강원 영월군,강원도 영월군 김삿갓면,?,?,실패
787,철원승일공원,강원 철원군,강원도 철원군 갈말읍 내대리 일대,?,?,실패
790,육담폭포,강원 속초시,강원도 속초시 설악산로,?,?,실패
791,산명저수지,강원 철원군,강원도 철원군 철원읍 산명리,?,?,실패
792,반암해변,강원 고성군,강원도 고성군 거진읍,?,?,실패
800,막동계곡,강원 평창군,강원도 평창군 진부면 오대천로,?,?,실패
806,하맹방해변,강원 삼척시,강원도 삼척시 근덕면 하맹방길,?,?,실패
807,문암1리해변 (자작도),강원 고성군,강원도 고성군 죽왕면 자작도선사길,?,?,실패
808,명성산성(울음산성),강원 철원군,강원도 철원군 갈말읍,?,?,실패
809,내평계곡,강원 삼척시,강원도 삼척시 근덕면 내평길,?,?,실패
810,둔전계곡,강원 양양군,강원도 양양군 강현면 둔전리,?,?,실패
811,토왕성폭포,강원 속초시,강원도 속초시 설악산로,?,?,실패
815,가야동계곡,강원 인제군,강원도 인제군 북면 용대리,?,?,실패
820,철원 용암대지 (한탄강 국가지질공원),강원 철원군,강원도 철원군 철원읍 사요리,?,?,실패
829,임원해변,강원 삼척시,강원도 삼척시 원덕읍 임원리,?,?,실패
831,태기산풍력발전단지,강원 횡성군,강원도 횡성군 둔내면 태기리 산,?,?,실패
840,동대산,강원 강릉시,강원도 강릉시 연곡면 삼산리,?,?,실패
841,고포마을,강원 삼척시,강원 삼척시 원덕읍 월천리,?,?,실패
842,원주 조엄묘역,강원 원주시,강원도 원주시 지정면 간현리,?,?,실패
844,가칠봉 지구전투전적지,강원 양구군,강원도 양구군 해안면,?,?,실패
845,문암2리해변,강원 고성군,강원도 고성군 죽왕면,?,?,실패
846,딴산,강원 화천군,강원도 화천군 화천읍,?,?,실패
848,정암해변,강원 양양군,강원도 양양군 강현면 정암리,?,?,실패
850,곡운구곡 (강원평화지역 국가지질공원),강원 화천군,강원도 화천군 사내면 용담리,?,?,실패
853,화천 계성리 석등,강원 화천군,강원도 화천군 하남면 계성리,?,?,실패
856,초도해변,강원 고성군,강원도 고성군 현내면 초도항길,?,?,실패
858,서강,강원 영월군,강원도 영월군 한반도면 옹정리,?,?,실패
859,직연폭포,강원 양구군,강원 양구군 방산면 장평리,?,?,실패
861,충렬탑(강원),강원 춘천시,강원도 춘천시 우두동,?,?,실패
863,삼포2리해변,강원 고성군,강원도 고성군 죽왕면,?,?,실패
864,철원평화문화광장,강원 철원군,강원도 철원군 동송읍 강산리,?,?,실패
865,백두대간 생태수목원,강원 정선군,강원도 정선군 임계면 임계리,?,?,실패
867,광치계곡,강원 양구군,강원도 양구군 남면,?,?,실패
869,남노일 강변,강원 홍천군,강원도 홍천군 남면 남노일로,?,?,실패
871,부곡계곡,강원 횡성군,강원 횡성군 강림면,?,?,실패
874,흥양3기,강원 원주시,강원도 원주시 소초면 흥양리,?,?,실패
877,검무정골 생태문화탐방로,강원 양구군,강원도 양구군 양구읍 군량리,?,?,실패
878,판대천,강원 원주시,강원 원주시 지정면 판대리,?,?,실패
879,계조암(속초),강원 속초시,강원도 속초시 설악동,?,?,실패
884,팔효자각,강원 양구군,강원도 양구군 양구읍 송청리,?,?,실패
885,사자산,강원 영월군,강원도 영월군 무릉도원면 법흥리,?,?,실패
886,상맹방해변,강원 삼척시,강원도 삼척시 근덕면 상맹방길,?,?,실패
891,비봉산(양구),강원 양구군,강원 양구군 양구읍,?,?,실패
894,주문리마을,강원 강릉시,강원도 강릉시 주문진읍 주문로,?,?,실패
895,광주동솔밭,강원 인제군,강원도 인제군 상남면 하남리,?,?,실패
896,방동계곡,강원 인제군,강원도 인제군 기린면 현리,?,?,실패
899,고고산,강원 영월군,강원도 정선군 신동읍 고림길,?,?,실패
902,선달산,강원 영월군,경상북도 봉화군 물야면 생달길,?,?,실패
904,빛의 사원,강원 철원군,강원도 철원군 철원읍,?,?,실패
905,용머리 공원,강원 양구군,강원도 양구군 양구읍,?,?,실패
906,용대리 매바위 인공폭포,강원 인제군,강원도 인제군 북면 용대리,?,?,실패
916,서상리삼층석탑,강원 춘천시,강원도 춘천시 서면,?,?,실패
921,동송저수지,강원 철원군,강원도 철원군 동송읍,?,?,실패
930,북한강,강원 화천군,강원도 화천군 일대,?,?,실패
933,천문인 마을,강원 횡성군,강원도 횡성군 강림면 월안1길,?,?,실패
938,수항계곡,강원 평창군,강원도 평창군 진부면 오대천로,?,?,실패
943,이승휴 상징 조형물,강원 삼척시,강원도 삼척시 미로면 내미로리,?,?,실패
944,천곡항,강원 동해시,강원도 동해시 천곡동,?,?,실패
956,사명산,강원 양구군,강원 양구군 양구읍 월명리,?,?,실패
957,국지산,강원 영월군,강원도 영월군 남면 국지골길,?,?,실패
959,소승폭포,강원 인제군,강원도 인제군 북면 설악로,?,?,실패
960,미산계곡 용바위,강원 인제군,강원도 인제군 미산리,?,?,실패
964,리빙스턴교,강원 인제군,강원도 인제군 인제읍 덕산리,?,?,실패
980,대성산지구 전적비,강원 화천군,강원도 화천군 상서면,?,?,실패
982,뇌운계곡,강원 평창군,강원도 평창군 평창읍 뇌운계곡로,?,?,실패
985,백마고지전적관,강원 철원군,강원도 철원군 동송읍 장흥리,?,?,실패
986,643고지전투전적비,강원 화천군,강원도 화천군 화천읍 동촌리,?,?,실패
987,바위그늘유적,강원 철원군,강원도 철원군 갈말읍 군탄리,?,?,실패
990,동강전망자연휴양림,강원 정선군,강원도 정선군 운치리,?,?,실패
998,인구항,강원 양양군,강원도 양양군 현남면 인구리,?,?,실패
999,엑스포타운,강원 삼척시,"69, Expo-ro, Samcheok-si, Gangwon-do",?,?,실패
1000,원당계곡,강원 평창군,강원도 평창군 평창읍 원당리,?,?,실패
1003,금연저수지,강원 철원군,강원도 철원군 동송읍 오지리,?,?,실패
1005,하평해변,강원 동해시,강원도 동해시 평릉동,?,?,실패
1008,고생대 화석산지,강원 태백시,강원도 태백시 혈동 사내골 노두,?,?,실패
1009,갈남항,강원 삼척시,강원도 삼척시 원덕읍 갈남리,?,?,실패
1012,병풍산,강원 화천군,강원도 화천군 간동면 방천리,?,?,실패
1013,잠곡저수지,강원 철원군,강원도 철원군 근남면 잠곡리,?,?,실패
1016,포충사,강원 철원군,강원도 철원군 철원읍,?,?,실패
1022,문배마을,강원 춘천시,강원도 춘천시 남산면 강촌문배길,?,?,실패
1023,광진해변,강원 양양군,강원도 양양군 현남면 광진리,?,?,실패
1024,한탄강,강원 철원군,강원도 철원군 갈말읍 정연리 일대,?,?,실패
1025,명성산,강원 철원군,강원도 철원군 갈말읍 신철원리,?,?,실패
1027,횟집명소거리,강원 동해시,강원도 동해시 묵호항~대진항구간,?,?,실패
1031,석병산,강원 강릉시,강원도 강릉시 옥계면,?,?,실패
1033,낙산항,강원 양양군,강원도 양양군 강현면 전진리,?,?,실패
1035,북분해수욕장,강원 양양군,강원 양양군 현남면 북분리,?,?,실패
1036,남전계곡,강원 인제군,강원도 인제군 남면 원남로,?,?,실패
1037,매화산(강원),강원 원주시,강원도 원주시 소초면,?,?,실패
1042,신읍리 동지화 마을,강원 화천군,강원도 화천군 화천읍 신읍리,?,?,실패
1045,황병산,강원 평창군,강원도 평창군 대관령면,?,?,실패
1046,대산계곡,강원 횡성군,강원도 횡성군 서원면 옥계리,?,?,실패
1052,갈천계곡,강원 양양군,강원도 양양군 서면 갈천리,?,?,실패
1061,칠성산,강원 강릉시,강원도 강릉시 구정면 어단리,?,?,실패
1062,노인봉,강원 강릉시,강원도 강릉시 연곡면,?,?,실패
1065,필리핀군전투전적비,강원 양구군,강원도 양구군 남면 심포리,?,?,실패
1070,기사문항,강원 양양군,강원도 양양군 현북면 기사문리,?,?,실패
1071,금진항,강원 강릉시,강원도 강릉시 옥계면 금진리,?,?,실패
1079,추암역,강원 동해시,강원도 동해시 추암길 199,?,?,실패
1082,전기필불망비,강원 양구군,강원도 양구군 남면 가오작리,?,?,실패
1083,낙엽송숲,강원 횡성군,강원도 횡성군 안흥면 상안리 산,?,?,실패
1097,대교천 현무암 협곡 (한탄강 국가지질공원),강원 철원군,강원도 철원군 동송읍 장흥리,?,?,실패
1100,삼척 대학로,강원 삼척시,강원도 삼척시 대학로,?,?,실패
1113,법흥사 징효국사 부도,강원 영월군,강원도 영월군 수주면 법흥리 산5-3,?,?,실패
1118,호산항,강원 삼척시,강원도 삼척시 원덕읍 호산리,?,?,실패
1132,십자봉,강원 원주시,강원 원주시 귀래면,?,?,실패
1140,삼척여삼리산촌생태마을,강원 삼척시,강원도 삼척시 노곡면 여삼리,?,?,실패
1143,수산항,강원 양양군,강원도 양양군 손양면 수산리,?,?,실패
1144,안인항,강원 강릉시,강원도 강릉시 강동면 안인진리,?,?,실패
1147,원주 흥법사지 진공대사탑비,강원 원주시,강원도 원주시 지정면 안창리,?,?,실패
1156,괘병산(정선),강원 정선군,강원도 정선군 임계면 내도전길,?,?,실패
1164,상동꼴두바우,강원 영월군,강원도 영월군 상동읍 구래리,?,?,실패
1165,동산항,강원 양양군,강원도 양양군 현남면 동산리,?,?,실패
1169,월천해변,강원 삼척시,강원도 삼척시 원덕읍 고포월천길,?,?,실패
1171,오대산 사고지,강원 평창군,강원도 평창군 진부면 동산리,?,?,실패
1175,원주 흥법사지 삼층석탑,강원 원주시,강원도 원주시 지정면 안창리,?,?,실패
1186,진부령 (강원평화지역 국가지질공원),강원 고성군,강원도 고성군 간성읍 진부리,?,?,실패
1187,봉의산,강원 춘천시,강원도 춘천시 소양로1가,?,?,실패
1194,봉포항,강원 고성군,강원도 고성군 토성면 봉포리,?,?,실패
1197,인구해안로,강원 양양군,강원도 양양군 현남면,?,?,실패
1200,궁촌항,강원 삼척시,강원도 삼척시 근덕면 궁촌리,?,?,실패
1201,반암항,강원 고성군,강원도 고성군 거진읍 반암리,?,?,실패
1202,오산항,강원 양양군,강원도 양양군 손양면 오산리,?,?,실패
1204,거문산,강원 평창군,강원도 평창군 신리,?,?,실패
1205,소양로비석군,강원 춘천시,강원도 춘천시 소양로1가,?,?,실패
1208,故박정렬여사 추모공원,강원 홍천군,강원도 홍천군 내면 솔무치길,?,?,실패
1214,송천계곡,강원 양양군,강원도 양양군 서면 떡마을길 일원,?,?,실패
1227,초도항,강원 고성군,강원도 고성군 현내면 초도리,?,?,실패
1229,마애여래좌상,강원 영월군,강원도 영월군 수주면 도원운학로 13-39,?,?,실패
1234,기마봉,강원 강릉시,강원도 강릉시 옥계면 금진리,?,?,실패
1235,비래암 (강원평화지역 국가지질공원),강원 화천군,강원도 화천군 상서면 구운리,?,?,실패
1241,김성래가옥,강원 양양군,강원도 양양군 현남면 북분리,?,?,실패
1243,연가리계곡,강원 인제군,강원도 인제군 기린면 진동리,?,?,실패
1244,복계산,강원 철원군,강원도 철원군 근남면 잠곡리,?,?,실패
