name,region,tel,keyword,photo,address,lat,lon
강천사(제천),충북 제천시,043-647-0711,"['강천사', '관광지', '불교', '불교문화', '사찰', '사찰여행', '역사', '자연속으로']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=957387d0-bfb0-4d5d-ab05-833cfe50316c&thumb,충청북도 제천시 송학면 옥천3길 56-10,37.20652929999999,128.2667458
개심사 목조여래좌상과 목조관음보살좌상,충북 괴산군,043-832-2633,"['관광지', '불교', '불교사찰', '역사', '역사공부', '역사관광지', '역사문화', '역사문화재']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=04b59268-33cb-43e7-916c-dee999ef27e7&thumb,충청북도 괴산군 괴산읍 역말길 22,36.8151016,127.7945922
개심사(괴산),충북 괴산군,043-832-2633,"['관광지', '괴산개심사', '목조관음보살좌상', '목조여래좌상', '불교', '불교문화']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=53204a23-728f-46e1-ab3d-bece4de8d90f&thumb,충청북도 괴산군 괴산읍 역말길 22,36.8151016,127.7945922
검암서원,충북 청주시,043-201-2021,"['검암서원', '관광지', '역사', '역사공부', '역사관광지', '역사를품은곳', '역사문화재']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=3e1166f0-7e33-4d58-93a4-cb982e786063&thumb,충청북도 청주시 상당구 가덕면 병암리 215-2,36.57889779999999,127.5715502
계담서원,충북 괴산군,043-830-3433,"['관광지', '역사', '역사공부', '역사관광지', '역사를품은곳', '역사문화재', '역사속']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=252e938e-9eb0-4d5c-8150-0c5c87b4af53&thumb,충청북도 괴산군 감물면 감물로이담5길 19,36.870928,127.86419270000002
계명산자연휴양림,충북 충주시,043-870-7930,"['가족여행', '걷기길', '계명산', '계명산자연휴양림', '관광지', '자연', '충청권']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=dfd1fe3f-b4c1-47ca-8cee-a085c5324008&thumb,충청북도 충주시 충주호수로 1170,37.0000143,127.9700503
고미술거리,충북 충주시,043-842-4955,"['고미술', '고미술품', '관광지', '광주왕실도자기축제', '문화예술', '미술품', '예술']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=58b39164-9ee0-48af-813d-c33c436d9fe1&thumb,충청북도 충주시 중앙탑면 가곡로 2077,37.0749439,127.85853600000002
고산 9경,충북 괴산군,043-830-3114,"['관광지', '자연']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=74b9a1ad-5cca-493e-88fb-8d8eff3fe41f&thumb,충청북도 괴산군 괴산읍 제월리,36.822754100000004,127.8266657
고산사 석조관음보살좌상,충북 제천시,043-641-6731,"['관광지', '불교', '불교문화', '역사', '역사공부', '역사를품은곳', '역사문화재']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=93662c3e-0a9b-4cb7-bde1-419ea44a593a&thumb,충청북도 제천시 덕산면 월악로9길 113,36.9278334,128.1154633
고산사 석조나한상,충북 제천시,043-641-6731,"['관광지', '불교', '불교문화', '역사', '역사공부', '역사관광지', '역사를품은곳']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=b313bba9-0474-4983-a04a-317183b3c093&thumb,충청북도 제천시 덕산면 월악로9길 113,36.9278334,128.1154633
공군박물관,충북 청주시,043-290-6071,"['공군박물관', '교과서속여행', '무료관람', '문화시설', '박물관', '실내여행지']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=c6720798-da59-4aea-b6a7-b7c0216b91bd&thumb,충청북도 청주시 상당구 남일면 단재로 635,36.579854,127.527878
공림사,충북 괴산군,043-833-1029,"['공림사', '관광지', '교과서속여행', '불교', '불교문화', '사찰', '사찰여행', '아이와함께']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=21a31470-96e4-4f28-99a2-dc7fbde3ac87&thumb,충청북도 괴산군 청천면 괴산로공림길 104,36.6318163,127.8166426
공전자연학교,충북 제천시,043-645-6758,"['공전자연학교', '관광지', '복합문화공간', '아이와함께', '역사유적지', '열린문화공간']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=3d217e0c-7ff1-4a25-9b97-d48ffc488bb2&thumb,충청북도 제천시 봉양읍 의암로 345,37.1142925,128.0793649
과일나라테마공원,충북 영동군,043-740-3651,"['가족과함께', '관광지', '교육프로그램', '남녀노소', '아이와함께', '이색체험']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=e2522aaa-b842-4d65-bd75-a100ec5010d9&thumb,충청북도 영동군 영동읍 영동힐링로 248,36.1750235,127.7834305
관음암(충북),충북 보은군,043-544-3559,"['관광지', '불교', '불교문화', '사찰', '사찰여행', '역사', '자연속으로', '자연환경']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=null&thumb,충청북도 보은군 속리산면 법주사로 658-191,36.5575014,127.86746780000001
"관터장 (관기재래시장) (4, 9일)",충북 보은군,043-540-3231,"['가족과함께', '관터장', '사계절', '쇼핑', '아이와함께', '재래시장', '전통시장']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=669a4ce0-2ec9-4d0f-a3e0-857ef39c512c&thumb,충청북도 보은군 마로면 관기3길 6-7,36.43524313,127.81759609999999
광덕사,충북 증평군,043-836-8379,"['관광지', '불교', '불교문화', '사찰', '사찰여행', '역사', '자연속으로', '자연환경']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=aac53a23-74c3-4498-b859-e7b93c81cfdb&thumb,충청북도 증평군 도안면 상그린로 239,36.832667,127.62462959999999
광운농촌교육농장,충북 영동군,043-743-8851,"['가족과함께', '관광지', '광운농촌교육농장', '교육여행', '교육프로그램', '아이와함께']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=bece4f6f-7c9e-423b-9c52-4d338c6e65a9&thumb,충북 영동군 양산면 수두리,36.141512299999995,127.65464779999999
"광혜원장 (3, 8일)",충북 진천군,043-539-8777,"['광혜원장', '쇼핑', '재래시장', '전통시장', '전통시장투어', '충청권']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=63db3126-cd5e-4e83-a396-5b83c7522d86&thumb,충청북도 진천군 광혜원면 장기1안길 16,36.98892670000001,127.4453662
괴산 고산정 및 제월대,충북 괴산군,043-830-3433,"['관광지', '역사', '역사공부', '역사관광지', '역사를품은곳', '역사문화재', '역사속']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=b7fa5638-fee0-4f65-9d06-6015815b2f63&thumb,충청북도 괴산군 괴산읍 제월리,36.822754100000004,127.8266657
괴산 김항묵 고택,충북 괴산군,043-830-3433,"['고택', '관광지', '교과서속여행', '김항묵고택', '문화재', '역사', '역사공부', '역사관광지']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=679284fb-393a-4501-8b01-45df472ef839&thumb,충청북도 괴산군 칠성면 칠성로4길 20,36.781648100000005,127.85932
괴산 둔율 올갱이마을,충북 괴산군,043-830-3903,"['가족여행', '가족체험', '관광지', '괴산둔율올갱이마을', '김장체험', '농촌마을']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=d457b4d9-b0b6-4093-a7b1-89eae725a257&thumb,충청북도 괴산군 칠성면 둔율길 142,36.7830176,127.8487827
괴산 문당리 서낭단,충북 괴산군,043-830-3433,"['관광지', '역사', '역사공부', '역사를품은곳', '역사문화재', '역사속', '역사속으로']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=e61bed09-1bc8-4147-8ab9-e4a140a0094c&thumb,충청북도 괴산군 청안면 문당리,36.7511113,127.67824509999998
괴산 미륵산성,충북 괴산군,043-830-3433,"['관광지', '역사', '역사공부', '역사관광지', '역사관광지', '역사를품은곳', '역사문화재']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=4adaad96-034a-46de-859b-93be6024020d&thumb,충청북도 괴산군 청천면 고성리,36.6533135,127.7930389
괴산 백운사 승탑군,충북 괴산군,043-836-8813,"['관광지', '불교', '불교사찰', '역사', '역사관광지', '역사를품은곳', '역사문화재']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=4cfa4150-0a38-4442-8197-73bcc1504d62&thumb,충청북도 괴산군 사리면 사리로소매2길 125-146,36.8548635,127.6674723
괴산 보안사 삼층석탑,충북 괴산군,043-836-9149,"['관광지', '역사', '역사공부', '역사관광지', '역사를품은곳', '역사문화재', '역사속']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=f4c8f5c5-4536-436f-952c-fef0e7932c0e&thumb,충청북도 괴산군 청안면 효근1길 3-8,36.7580821,127.65464990000001
괴산 봉학사지 석조여래좌상,충북 괴산군,043-833-4538,"['관광지', '불교', '불교문화', '사찰여행', '역사', '역사공부', '역사를품은곳', '역사문화재']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=9ad1d778-f2ac-4d69-90c8-897af3cf35fc&thumb,충청북도 괴산군 사리면 모래재로시동2길 231,36.819450399999994,127.6838752
괴산 봉학사지 오층석탑,충북 괴산군,043-833-4538,"['관광지', '불교', '불교문화', '역사', '역사공부', '역사관광지', '역사를품은곳']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=2a0bbb84-7661-4bbd-bd8a-a9eaa72801a3&thumb,충청북도 괴산군 사리면 사담리,36.8180861,127.655245
괴산 사담리 망개나무 자생지,충북 괴산군,043-830-3114,"['관광지', '사담망개나무', '자연', '천연기념물', '충청권']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=638a4c4a-209e-478d-8d74-f33f281e47ba&thumb,충청북도 괴산군 청천면 사담리,36.6253227,127.8312852
괴산 삼방리 마애여래좌상,충북 괴산군,043-830-3433,"['관광지', '역사', '역사공부', '역사관광지', '역사를품은곳', '역사문화재', '역사속']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=f5a2941b-f56f-47ea-9362-81c7804ef5c1&thumb,충청북도 괴산군 불정면 삼방리,36.9328094,127.79952340000001
괴산 삼방리 삼층석탑,충북 괴산군,043-830-3433,"['관광지', '괴산삼방리삼층석탑', '역사', '역사공부', '역사관광지', '역사를품은곳']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=c4df5307-afe8-4311-9c89-56e7352995a3&thumb,충청북도 괴산군 불정면 삼방연지길 49,36.934228000000004,127.80954340000001
괴산 송덕리 미선나무 자생지,충북 괴산군,043-830-3114,"['관광지', '자연']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=50c42fb6-dcad-46a3-96de-781452cb324d&thumb,충청북도 괴산군 장연면 송덕리,36.79906870000001,127.950576
괴산 송시열 유적,충북 괴산군,043-830-3433,"['관광지', '역사', '역사공부', '역사관광지', '역사를품은곳', '역사문화재', '역사속']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=6f166e71-a530-436e-887d-7abdd8cd3350&thumb,충청북도 괴산군 청천면 화양동길 188,36.6687714,127.81141559999999
괴산 수월정,충북 괴산군,043-830-3433,"['관광지', '역사', '역사공부', '역사관광지', '역사를품은곳', '역사문화재', '역사속']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=97351d54-c11e-457c-a26f-74700921cd39&thumb,충청북도 괴산군 칠성면 산막이옛길 315-38,36.7469298,127.8388477
괴산 오가리 느티나무,충북 괴산군,043-830-3114,"['관광지', '자연관광지', '자연발생', '자연속으로', '자연여행', '자연좋은곳', '자연풍경']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=18dd333c-6af4-486d-ac10-edb080926850&thumb,충청북도 괴산군 장연면 미선로오가7길 19-7,36.826175799999994,127.95746709999999
괴산 올갱이국 거리,충북 괴산군,,"['건강식맛집', '관광지', '괴산올갱이국거리', '다슬기', '맛집여행', '보양식', '숨은맛집']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=8bd71817-96b6-40d5-a0a6-b76c82706c03&thumb,충청북도 괴산군 괴산읍 동부리,36.8104487,127.7998226
괴산 외사리 당간지주,충북 괴산군,043-830-3433,"['관광지', '역사', '역사공부', '역사관광지', '역사를품은곳', '역사문화', '역사문화재']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=7d995ec8-e819-4123-b718-8f146081aff8&thumb,충청북도 괴산군 칠성면 외사리,36.771370700000006,127.84204979999998
괴산 원풍리 마애불좌상,충북 괴산군,043-830-3433,"['관광지', '역사', '역사공부', '역사관광지', '역사를품은곳', '역사문화재', '역사속']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=38071461-7c43-4cbb-8fa1-689d0751f221&thumb,충청북도 괴산군 연풍면 원풍리,36.7996,128.0302148
괴산 율지리 미선나무 자생지,충북 괴산군,043-830-3114,"['관광지', '자연']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=13acd56f-644e-422a-a37c-ea4a647ac655&thumb,충청북도 괴산군 칠성면 율지리,36.7711491,127.8700453
괴산 읍내리 은행나무,충북 괴산군,043-830-3114,"['관광지', '자연관광지', '자연발생', '자연속으로', '자연여행', '자연좋은곳', '자연풍경']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=c91ae370-2031-497b-bdc0-ce34f5ac5be6&thumb,충청북도 괴산군 청안면 청안읍내로3길 8,36.7722516,127.6394826
괴산 이창훈 고가,충북 괴산군,043-830-3433,"['관광지', '역사', '역사공부', '역사관광지', '역사를품은곳', '역사문화재', '역사속']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=e8dc93ba-9835-4d04-8e1c-a3d448ab0148&thumb,충청북도 괴산군 감물면 충민로오간길 64,36.8408669,127.85926429999999
괴산 장담 충신각,충북 괴산군,043-830-3433,"['관광지', '역사', '역사공부', '역사관광지', '역사를품은곳', '역사문화재', '역사속']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=91e4ff42-4b3d-4981-aa9a-76491958cd5f&thumb,충청북도 괴산군 청안면 청안읍내로 151,36.783495,127.6395375
괴산 적석리 소나무,충북 괴산군,043-830-3114,"['가족여행', '관광명소', '관광지', '괴산적석리소나무', '천연기념물', '충청권']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=961a5dbc-a514-4cd7-9184-cd43e48c2019&thumb,충청북도 괴산군 연풍면 적석리,36.757119700000004,127.96254820000001
괴산 정인지 묘소,충북 괴산군,043-830-3433,"['관광지', '역사', '역사공부', '역사관광지', '역사를품은곳', '역사문화', '역사문화재']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=6a8cffc8-aae4-4488-9383-307f0a530747&thumb,충청북도 괴산군 불정면 외령로1길 24,36.9256291,127.8199913
괴산 청안 안민헌,충북 괴산군,043-830-3433,"['관광지', '문화재', '역사', '역사공부', '역사관광지', '역사를품은곳', '역사문화재']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=1fb5133a-7f5a-43fd-953a-b9e83b9b85d2&thumb,충청북도 괴산군 청안면 청안읍내로2길 5,36.7719554,127.63928229999999
괴산 청천리 고가,충북 괴산군,043-830-3433,"['고가', '관광지', '교과서속여행', '문화재', '역사', '역사공부', '역사관광지', '역사를품은곳']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=ae936bea-d7cf-4ad7-8d30-440c72a99e48&thumb,충청북도 괴산군 청천면 청천4길 17,36.6618033,127.7380888
괴산 칠충사와 피세정,충북 괴산군,043-830-3433,"['관광지', '역사', '역사공부', '역사관광지', '역사를품은곳', '역사문화재', '역사속']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=921d07ec-97fc-49f7-ac00-3c43c6798874&thumb,충청북도 괴산군 문광면 괴산로 3440-14,36.789000200000004,127.78223490000002
"괴산 홍범식 고가(벽초 홍명희 생가, 일완 홍범식 고택)",충북 괴산군,043-830-3433,"['관광지', '역사', '역사공부', '역사관광지', '역사를품은곳', '역사문화재', '역사속']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=41a9fe03-60cd-47f4-baba-a19548b67541&thumb,충청북도 괴산군 괴산읍 임꺽정로 16,36.81365220000001,127.7948942
괴산군수 관사,충북 괴산군,043-830-3433,"['관광지', '역사', '역사공부', '역사관광지', '역사를품은곳', '역사문화', '역사문화재']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=df64d135-76a1-4ac8-8a86-0306410c8051&thumb,충청북도 괴산군 괴산읍 읍내로13길 12,36.8106709,127.7943014
괴산동헌,충북 괴산군,043-830-3433,"['관광지', '역사', '역사공부', '역사관광지', '역사를품은곳', '역사문화재', '역사속']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=db4f0f22-8cb1-4d87-b5a9-6b9c43f3071a&thumb,충청북도 괴산군 괴산읍 향교길 23,36.8153035,127.78890009999999
괴산문화원,충북 괴산군,043-832-3588,"['괴산문화원', '교육프로그램', '문화시설', '충북권']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=cf3d05a4-7a22-4c3a-9280-6b9232e376ee&thumb,충청북도 괴산군 괴산읍 읍내로 268,36.807111,127.793765
"괴산장 / 괴산산막이시장 (3, 8일)",충북 괴산군,043-832-0250,"['가족여행', '괴산시장', '괴산장', '사계절', '쇼핑', '시장맛집', '아이와함께', '어르신추천코스']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=5026b917-bdf8-4af9-a437-bcf1d8f12460&thumb,충청북도 괴산군 괴산읍 읍내로15길 8-8,36.81121857,127.7950238
괴산중학교 구 본관,충북 괴산군,043-830-3433,"['관광지', '역사', '역사공부', '역사관광지', '역사를품은곳', '역사문화재', '역사속']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=42b05fc2-4b3a-43e8-a1f1-58b0ba70ced0&thumb,충청북도 괴산군 괴산읍 괴산로 3527,36.7969351,127.78369280000001
괴산한지체험박물관,충북 괴산군,043-832-3223,"['가족과함께', '괴산가볼만한곳', '괴산한지체험박물관', '문화시설', '미세먼지_피하는_실내여행']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=1dacbb2d-66cb-41a0-8704-f9d34b636665&thumb,충청북도 괴산군 연풍면 원풍로 233,36.78543887,128.01489990000002
괴산향교,충북 괴산군,043-830-3433,"['가족여행', '관광지', '괴산향교', '역사', '역사관광지', '역사를품은곳', '역사문화재']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=6fadb483-8e72-4189-adc0-60aeb5b9c263&thumb,충청북도 괴산군 괴산읍 향교길 23,36.8153035,127.78890009999999
괴산호,충북 괴산군,043-830-3114,"['관광지', '자연']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=a434d28f-611c-475d-9dc9-d51b325046de&thumb,충청북도 괴산군 칠성면,36.787963399999995,127.86395
교동민화마을(관광두레 주민사업체),충북 제천시,010-4877-3275,"['걷기길', '관광두레', '관광두레_주민사업체', '관광지', '교동민화마을', '근대산업유산']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=5912e496-aba6-48ba-8767-460e4100ad99&thumb,충청북도 제천시 용두천로20길 18,37.1410208,128.21674620000002
구계서원,충북 청주시,043-201-0916,"['관광지', '구계서원', '역사', '역사공부', '역사관광지', '역사를품은곳', '역사문화재']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=2494b54a-b2b0-4999-be60-422e6da57901&thumb,충청북도 청주시 서원구 안뜸로47번길 28,36.613372399999996,127.4824318
구녀산,충북 청주시,043-201-2343,"['관광지', '자연']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=66d14dec-aade-4fb5-8d69-be345552f9ef&thumb,충청북도 청주시 청원구 내수읍 초정리,36.7190076,127.5986652
구담봉.옥순봉,충북 단양군,043-422-1146,"['관광지', '구담봉', '옥순봉', '자연', '자연관광', '자연관광지', '자연속으로', '자연속힐링']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=ce8389d8-a7a5-48e7-963d-b1e47257ed5c&thumb,충청북도 단양군 단성면 장회리,36.929551700000005,128.2635426
구룡산 장승공원,충북 청주시,043-201-6583,"['경치좋은곳', '관광지', '산책길', '산책코스', '산책하기', '산책하기좋은곳', '아침운동']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=4b4f1ca3-d87f-405d-8fdc-e9644ff98ab4&thumb,충청북도 청주시 서원구 현도면 하석2길 153,36.6424341,127.48903190000001
구병리아름마을,충북 보은군,043-544-0708,"['가족과함께', '가족체험', '관광지', '농촌마을', '농촌체험', '농촌체험마을', '아이와함께']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=37e958eb-c142-4b1f-84ef-2c07a9bc7c87&thumb,충청북도 보은군 속리산면 구병길 6,36.4801481,127.8711831
구병산,충북 보은군,043-542-3006,"['관광지', '자연']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=7692e702-afb3-43a0-b01a-cd4fa9e7a047&thumb,충청북도 보은군 마로면 적암리,36.4552977,127.86510290000001
구인사(단양),충북 단양군,043-423-7100,"['관광지', '구인사(단양)', '나홀로여행', '불교', '불교문화', '사찰', '산사', '역사']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=ed445ac3-eac8-49d4-9f17-b7189fb3916a&thumb,충청북도 단양군 영춘면 구인사길 73,37.03222279999999,128.4805528
구절사,충북 옥천군,043-732-5888,"['관광지', '구절사', '불교', '불교문화', '사찰', '사찰여행', '역사', '자연속으로']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=885d4609-15b3-4cda-a710-04d3b3063827&thumb,충청북도 옥천군 군서면 상중길 226,36.305013,127.50016240000001
국계서원,충북 청주시,043-201-0916,"['관광지', '역사', '역사공부', '역사관광지', '역사를품은곳', '역사문화재', '역사속']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=70858f18-09a5-410e-91b5-fce5ab0f4330&thumb,충청북도 청주시 청원구 내수읍,36.723896999999994,127.535439
국립 황정산자연휴양림,충북 단양군,043-421-0608,"['관광지', '자연']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=c7dff3f6-c53f-4b17-81f3-3581e525a73a&thumb,충청북도 단양군 대강면 황정산로 239-11,36.8412875,128.3497368
국립청주박물관,충북 청주시,043-229-6300,"['국립청주박물관', '기차여행', '문화시설', '박물관', '실내여행지', '아이와함께']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=604dfb7f-1271-4416-8231-0e716361b989&thumb,충청북도 청주시 상당구 명암로 143,36.64966894,127.5120091
국립청주박물관 어린이박물관,충북 청주시,043-229-6313,"['국립청주박물관', '기차여행', '문화시설', '박물관', '실내여행지', '아이와함께']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=f0c38510-c278-41a6-abb3-5ccc37e0e9a8&thumb,충청북도 청주시 상당구 명암로 143,36.64966894,127.5120091
국립현대미술관(청주관),충북 청주시,043-261-1400,"['관광지', '국립현대미술관', '기획전시', '문화시설', '문화예술공간', '미세먼지_피하는_실내여행']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=1635e09d-04db-49a2-b27d-936bc2734b93&thumb,충청북도 청주시 청원구 상당로 314,36.6554335,127.49019129999999
군자산,충북 괴산군,043-542-5267,"['관광지', '자연']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=09b41cbb-a77c-43a0-8117-ad429e8e9928&thumb,충청북도 괴산군 칠성면 쌍곡리,36.7362656,127.90870009999999
그랜드컨트리클럽,충북 청주시,043-212-7111,"['골프장', '그랜드컨트리클럽', '레포츠', '충청권']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=45d2487f-3887-4c8a-b14d-4fc56de54657&thumb,충청북도 청주시 청원구 오창읍 꽃화산길 51-20,36.7221201,127.37836370000001
금강유원지,충북 옥천군,043-731-2233,"['가족여행', '경치좋은곳', '고속도로', '관광지', '금강유원지', '민물낚시', '연중무휴']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=d397b29d-93a6-4dda-a70a-a182add21293&thumb,충청북도 옥천군 동이면 금강로 596,36.2792461,127.67403780000001
