name,region,address,lon,lat,상태
어물동 마애여래좌상,울산 북구,울산광역시 북구 황토전길 231,129.4385213,35.57836561,정좌표
언양성당 성지,울산 울주군,울산광역시 울주군 언양읍 구교동1길 11,129.1147041,35.57023427,정좌표
언양향교,울산 울주군,울산광역시 울주군 삼남면 서향교1길 55,129.1143812,35.55695995,정좌표
영남 알프스,울산 울주군,울산광역시 울주군 상북면 알프스온천5길 103-8,129.0679847,35.55645447,정좌표
오계절,울산 울주군,울산광역시 울주군 두동면 박제상로 294-108,129.2375872,35.6649561,정좌표
옥천암(울산),울산 북구,울산광역시 북구 무룡로 225,129.3850162,35.58027259,정좌표
외고산 옹기마을,울산 울주군,울산광역시 울주군 온양읍 외고산3길 36,129.2795071,35.435068,정좌표
용연서원,울산 남구,울산광역시 남구 이휴정길 20,129.3048714,35.54740443,정좌표
우가산유포봉수대,울산 북구,울산광역시 북구 당사동,129.4600927,35.58992694,실패
울기등대,울산 동구,울산광역시 동구 등대로 155,129.4423925,35.49270292,정좌표
울산 12경,울산 중구,울산광역시 남구 태화동,129.296819,35.548173,실패
울산 경상좌도병영성,울산 중구,울산광역시 중구 서동,129.3432864,35.57661392,실패
울산 귀신고래 회유해면,울산 남구,울산광역시 남구 장생포동,129.3723825,35.50487378,실패
울산 대왕암길,울산 동구,울산광역시 동구,129.4313636,35.49907835,실패
울산 들꽃학습원,울산 울주군,울산광역시 울주군 범서읍 두산로 52,129.2715194,35.59212434,정좌표
울산 문화의거리,울산 중구,울산광역시 중구 옥교동,129.321645,35.556135,실패
울산 소리체험관,울산 동구,울산광역시 동구 성끝길 103,129.4327665,35.4809047,정좌표
울산 신화마을,울산 남구,울산광역시 남구 여천로66번길 7,129.3413171,35.52345117,정좌표
울산 큰애기하우스,울산 중구,울산광역시 중구 문화의거리 28,129.3217095,35.55658431,정좌표
울산 태화사지 십이지상 사리탑,울산 남구,울산광역시 남구 두왕로 277,129.308692,35.52713633,정좌표
울산MBC,울산 중구,울산광역시 중구 서원3길 65,129.333725,35.56004088,정좌표
울산대공원,울산 남구,울산광역시 남구 대공원로 94,129.2927847,35.53150169,정좌표
울산대공원 동물원,울산 남구,울산광역시 남구 대공원로 94,129.2927847,35.53150169,정좌표
울산대교 전망대,울산 동구,울산광역시 동구 봉수로 155-1,129.406216,35.5017407,정좌표
울산동헌 및 내아,울산 중구,울산광역시 중구 동헌길 167,129.3204122,35.55811845,정좌표
울산문화방송 방송직업 체험 교육 Play-M,울산 중구,울산광역시 중구 서원3길 65,129.333725,35.56004088,정좌표
울산안전체험관,울산 북구,울산광역시 북구 산하중앙2로 87-33,129.4403176,35.61769561,정좌표
울산체육공원,울산 남구,울산광역시 남구 문수로 44,129.259531,35.53526635,정좌표
울산탁주 태화루,울산 북구,울산광역시 북구 염포로 237,129.3656897,35.56131727,정좌표
울산테마식물수목원,울산 동구,울산광역시 동구 쇠평길 33-1,129.4270144,35.55370953,정좌표
울산향교,울산 중구,울산광역시 중구 명륜로 117,129.3157967,35.56069545,정좌표
울주 간월사지 석조여래좌상,울산 울주군,울산광역시 울주군 상북면 알프스온천4길 15,129.0722113,35.55558694,정좌표
울주 구량리 은행나무,울산 울주군,울산광역시 울주군 두서면,129.134949,35.62163971,실패
울주 대곡리 반구대 암각화,울산 울주군,울산광역시 울주군 언양읍,129.1729459,35.60863087,실패
울주 천전리 각석,울산 울주군,울산광역시 울주군 두동면 천전리,129.1692752,35.61881538,실패
월봉사(울산),울산 동구,울산광역시 동구 봉수로 55,129.4166694,35.49343102,정좌표
이팔청춘사진관,울산 중구,울산광역시 중구 문화의거리 28 울산큰애기 하우스 3층,129.3217095,35.55658431,정좌표
일산마을,울산 동구,울산광역시 동구 일산동,129.4313636,35.49907835,실패
일산해수욕장(울산),울산 동구,울산광역시 동구 해수욕장10길 18,129.4302022,35.49488642,정좌표
자동차부품기술연구소 모토웰,울산 북구,울산광역시 북구 매곡산업로 35,129.3641787,35.65018109,정좌표
자수정 동굴나라,울산 울주군,울산광역시 울주군 삼남면 자수정로 112,129.0988801,35.53909611,정좌표
작천정계곡(작괘천),울산 울주군,울산 울주군 삼남면,129.1189694,35.54962382,실패
장생포 고래문화마을,울산 남구,울산광역시 남구 장생포고래로 271-1,129.383096,35.50591619,정좌표
장생포 고래바다여행선,울산 남구,울산광역시 남구 장생포고래로 244,129.3810816,35.50257148,정좌표
장생포 모노레일,울산 남구,울산광역시 남구 장생포고래로 246,129.3813105,35.50292851,정좌표
정자.당사마을,울산 북구,울산광역시 북구 산업로,129.3522006,35.60849085,실패
종갓집예술창작소,울산 중구,울산광역시 중구 중앙길 161,129.3221767,35.55650963,정좌표
주전몽돌해변,울산 동구,울산광역시 동구 주전동,129.4523238,35.57141272,실패
주전봉수대,울산 동구,울산광역시 동구 동해안로 230,129.4477363,35.5442173,정좌표
주전어촌체험마을,울산 동구,울산광역시 동구 새싹길 23,129.4560713,35.55921601,정좌표
중산동 고분군,울산 북구,울산광역시 북구 중산동,129.3376675,35.66143599,실패
진하해수욕장,울산 울주군,울산광역시 울주군 서생면 진하리,129.3449795,35.38087138,실패
처용암,울산 남구,울산광역시 남구 황성동,129.3491903,35.46715896,실패
천전리각석계곡(울산),울산 울주군,울산광역시 울주군 두동면 천전각석길,129.1937148,35.6290797,실패
천전리공룡발자국화석,울산 울주군,울산광역시 울주군 두동면 천전리,129.1692752,35.61881538,실패
치산서원,울산 울주군,울산광역시 울주군 두동면 치술령길 7,129.2305833,35.65458592,정좌표
큐빅광장,울산 중구,울산광역시 중구 학성로 65,129.318153,35.55474934,정좌표
태화강,울산 남구,울산광역시 남구 무거동,129.370171,35.537919,실패
태화강,울산 중구,울산광역시 중구 내오산로 67,129.37,35.537273,실패
태화강 국가정원,울산 중구,울산광역시 중구 태화동,129.296234,35.547814,실패
태화강 생태공원 (태화강방문자센터),울산 중구,울산광역시 중구 내오산로 121,129.2830401,35.55326399,실패
태화강 전망대,울산 남구,울산광역시 남구 남산로 223,129.2934497,35.54465623,정좌표
태화강동굴피아,울산 남구,울산광역시 남구 남산로 306,129.3024361,35.54524,정좌표
태화루,울산 중구,울산광역시 중구 태화로 300,129.3076448,35.55338383,정좌표
태화서원,울산 중구,울산광역시 중구 문화의거리 38,129.3219447,35.55709912,정좌표
파래소폭포,울산 울주군,울산광역시 울주군 상북면 억새벌길 200-78,129.0225117,35.5432165,정좌표
편백산림욕장,울산 북구,울산광역시 북구 달천동 산 175,129.3025345,35.64280301,정좌표
학산서원,울산 중구,울산광역시 중구 신기16길 15,129.2960649,35.55390852,정좌표
학성공원,울산 중구,울산광역시 중구 학성공원3길 54,129.3399093,35.55499617,정좌표
한방테마파크 초락당,울산 울주군,울산광역시 울주군 두동면 계명로 44-34,129.2000662,35.71003894,정좌표
한주소금,울산 남구,울산광역시 남구 사평로 35,129.3234051,35.49234934,정좌표
함월루,울산 중구,울산광역시 중구 성안동,129.3132464,35.57086542,실패
해남사,울산 중구,울산광역시 중구 기상대길 13,129.3204674,35.55989143,정좌표
현대자동차 울산공장,울산 북구,울산광역시 북구 염포로 700,129.3856572,35.53692964,정좌표
홍류폭포,울산 울주군,울산광역시 울주군 상북면 등억리,129.0700437,35.55612578,실패
화암추 등대,울산 동구,울산광역시 동구 화암등대길 50,129.4073212,35.47253918,정좌표
회야댐 생태공원,울산 울주군,울산광역시 울주군 웅촌면 통천리 산109-1번지,129.2452648,35.46836855,정좌표
효자 송도선생 정려비,울산 중구,울산광역시 중구 동헌길 167,129.3204122,35.55811845,정좌표
